id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
503479,maria alvarez,m,2026-01-21,"83,58",quetzaltenango,services
502819,laura  rojas,f,2026-01-29,"15,43",escuintla,services
502658,monica  dominguez,f,2026-01-15,61.23,guatemala,education
503447,isabel dominguez,f,2026-02-04,"459,66",chimaltenango,food
501997,pedro cruz,m,2026-02-04,"256,64",guatemala,education
502056,carlos  ramirez,f,2026-01-11,394.93,guatemala,education
504768,gustavo morales,m,2026-02-12,"37,44",quetzaltenango,food
502334,jose mejia,m,2026-02-25,21.10,,food
502807,laura mendez,f,04/02/2026,"212,65",quetzaltenango,retail
503133,carlos solis,m,2026-01-28,"152,84",quetzaltenango,services
504775,juan ortega,f,15/01/2026,490.26,chimaltenango,services
500577,maria solis,f,2026-02-20,"362,79",chimaltenango,food
504234,daniel mazariegos,f,10/01/2026,desconocido,amatitlan,food
502064,elena flores,f,2026-01-10,201.39,villa nueva,education
501747,sofia ruiz,m,2026-02-21,165.62,amatitlan,food
500942,jose flores,m,25/02/2026,453.55,amatitlan,education
500312,carmen vargas,m,06/02/2026,"420,73",chimaltenango,services
501202,hector  rojas,f,2026-02-26,"232,90",chimaltenango,food
501264,sofia herrera,m,2026-01-07,"267,67",mixco,food
504665,fernando ramirez,f,2026-02-12,"401,50",antigua,services
500663,carlos vargas,m,20/01/2026,desconocido,villa nueva,education
503931,oscar lima,m,15/02/2026,414.96,guatemala,education
502986,sofia cruz,f,2026-01-20,"85,26",guatemala,education
503676,jose nunez,f,06/01/2026,387.06,quetzaltenango,services
501513,kevin aguilar,f,15/02/2026,"158,70",chimaltenango,services
502696,kevin diaz,f,2026-01-09,71.07,guatemala,retail
501554,carmen paz,m,06/02/2026,desconocido,amatitlan,education
502526,fernando ramirez,m,2026-02-14,26.33,quetzaltenango,education
503679,daniel nunez,m,2026-01-20,"200,28",mixco,food
501797,monica hernandez,,10/02/2026,"448,21",mixco,education
500749,sofia molina,m,2026-01-09,270.59,villa nueva,retail
501788,gustavo herrera,m,2026-02-22,413.15,villa nueva,retail
502740,isabel paz,f,14/02/2026,227.83,desconocido,retail
501080,carlos rojas,m,19/01/2026,218.57,mixco,services
500463,fernando hernandez,m,2026-02-12,"275,48",amatitlan,retail
500988,oscar  ortega,f,2026-02-27,428.68,mixco,food
501989,pedro perez,m,2026-01-30,183.80,quetzaltenango,education
500319,sofia cruz,f,2026-02-25,72.05,mixco,services
503907,fernando  mejia,f,20/02/2026,"288,21",guatemala,retail
502552,valeria herrera,m,2026-01-24,406.48,escuintla,education
500373,gustavo mazariegos,f,11/02/2026,desconocido,guatemala,food
504597,hector ruiz,m,2026-02-15,"17,24",quetzaltenango,retail
504217,gabriela torres,m,2026-02-17,desconocido,quetzaltenango,services
501331,daniel rojas,f,20/01/2026,"17,00",amatitlan,retail
504520,jose flores,f,11/02/2026,"222,68",guatemala,education
504071,pablo ramirez,f,2026-02-10,desconocido,mixco,services
501183,monica mendez,m,2026-01-03,"9,59",desconocido,food
500410,valeria ramirez,m,26/01/2026,desconocido,villa nueva,services
501459,miguel mendez,m,2026-02-08,desconocido,chimaltenango,education
500069,ana nunez,f,2026-01-19,"326,51",quetzaltenango,retail
504061,valeria mejia,m,07/02/2026,desconocido,villa nueva,education
503862,jose  rojas,m,05/01/2026,"356,88",villa nueva,retail
502537,maria flores,f,2026-01-16,297.36,amatitlan,retail
500343,ana mendez,m,2026-02-14,128.16,quetzaltenango,retail
504503,monica  torres,m,2026-02-24,desconocido,guatemala,services
502352,valeria paz,f,24/02/2026,"79,57",villa nueva,retail
502063,oscar  diaz,m,2026-01-19,desconocido,chimaltenango,food
503832,andrea rojas,m,2026-01-09,303.90,quetzaltenango,services
504126,paola  rojas,m,2026-01-21,"74,95",mixco,retail
503997,oscar soto,f,2026-02-16,"301,03",desconocido,education
503389,carlos reyes,m,12/02/2026,"361,88",escuintla,education
501379,oscar torres,m,2026-02-07,"455,42",quetzaltenango,services
500589,rene lima,m,2026-01-21,"367,21",escuintla,food
502387,miguel ortega,f,2026-03-01,"499,64",,food
500864,ana soto,f,2026-01-31,176.42,mixco,food
502620,oscar mendez,f,2026-02-05,"96,62",escuintla,retail
503773,karla  flores,m,2026-02-22,328.01,desconocido,education
500996,oscar lima,f,2026-02-01,478.69,mixco,services
500028,diana fuentes,f,2026-01-17,desconocido,quetzaltenango,services
501165,jose mejia,f,13/02/2026,292.50,villa nueva,retail
504367,laura molina,m,2026-02-17,423.14,chimaltenango,retail
503126,jose mazariegos,m,26/02/2026,"447,26",villa nueva,education
500509,laura soto,m,25/02/2026,"270,24",quetzaltenango,services
503119,monica herrera,m,2026-02-23,desconocido,escuintla,retail
504231,diana cruz,m,03/02/2026,"60,63",villa nueva,services
504334,pablo reyes,m,2026-01-18,"265,16",escuintla,services
503171,gustavo ruiz,f,13/02/2026,"68,71",quetzaltenango,services
500717,paola alvarez,f,2026-01-23,"181,81",,food
503436,rene castillo,f,2026-01-10,119.24,villa nueva,services
502833,daniel mazariegos,m,2026-02-07,"348,88",escuintla,services
501716,rene flores,f,2026-01-15,"377,49",villa nueva,education
502423,laura  rojas,m,2026-01-03,280.29,guatemala,services
504201,pablo paz,m,2026-02-13,314.42,chimaltenango,food
500365,elena  molina,f,2026-01-12,442.07,mixco,food
500249,hector herrera,m,2026-01-10,"329,83",villa nueva,food
500519,diana torres,m,2026-01-04,desconocido,antigua,food
504733,ricardo mendez,m,2026-02-12,362.51,antigua,services
501958,jose hernandez,f,2026-01-20,"467,27",mixco,retail
501002,diana vargas,f,2026-01-15,desconocido,amatitlan,education
504014,juan molina,m,2026-01-20,65.42,quetzaltenango,education
504602,andrea gomez,m,2026-01-15,157.78,escuintla,retail
503122,ricardo mazariegos,f,19/02/2026,160.73,quetzaltenango,services
501723,juan ruiz,f,2026-02-07,284.55,escuintla,services
500215,sofia lopez,m,2026-02-08,144.40,desconocido,retail
500219,karla castillo,m,2026-01-09,"446,32",villa nueva,retail
500657,oscar  torres,f,2026-01-19,447.11,quetzaltenango,education
501949,monica reyes,m,2026-02-06,414.49,chimaltenango,retail
503203,luis alvarez,m,23/02/2026,"264,72",chimaltenango,food
501117,ana mejia,m,07/01/2026,"486,87",villa nueva,food
501582,paola morales,m,2026-02-04,"118,86",villa nueva,services
504222,ricardo mejia,f,07/02/2026,204.77,escuintla,retail
501611,daniel  soto,m,2026-02-01,"89,20",chimaltenango,food
500347,gustavo lopez,m,2026-02-04,477.55,guatemala,food
500968,maria cruz,f,04/02/2026,"467,45",,education
504561,hector aguilar,f,2026-02-23,364.66,antigua,education
504565,kevin  ruiz,m,2026-02-26,"191,71",escuintla,retail
502238,daniel alvarez,f,2026-01-30,"192,30",amatitlan,retail
503592,monica  gomez,m,2026-01-18,498.01,mixco,retail
501066,monica mejia,m,07/02/2026,498.96,antigua,education
503014,carlos soto,m,07/01/2026,desconocido,guatemala,retail
502272,jose paz,m,2026-02-25,"167,93",guatemala,education
502880,patricia castillo,m,16/02/2026,"458,94",villa nueva,education
501049,isabel  paz,m,24/01/2026,"494,43",chimaltenango,retail
504570,gabriela ruiz,m,19/01/2026,231.76,antigua,retail
500064,diana reyes,m,17/01/2026,"443,63",mixco,retail
500571,sofia alvarez,m,2026-01-04,"349,16",amatitlan,education
503083,oscar diaz,f,21/02/2026,482.78,chimaltenango,education
503918,laura mazariegos,f,2026-01-29,495.37,amatitlan,retail
501013,laura  diaz,f,20/02/2026,"413,17",mixco,retail
504361,ricardo  rojas,f,07/01/2026,254.42,escuintla,retail
500112,carmen hernandez,m,2026-02-05,"128,04",escuintla,food
500061,elena nunez,f,2026-02-16,48.52,amatitlan,food
501619,oscar aguilar,m,2026-01-02,294.31,amatitlan,food
500755,carmen perez,f,2026-02-13,"164,20",mixco,food
502732,hector castillo,f,24/02/2026,"406,33",chimaltenango,services
504510,maria  molina,f,05/01/2026,15.52,villa nueva,services
503967,pablo  aguilar,f,13/02/2026,155.75,escuintla,retail
501391,rene fuentes,f,27/02/2026,desconocido,antigua,retail
503422,pablo  reyes,,2026-02-16,344.34,escuintla,education
503268,pedro aguilar,f,2026-01-23,262.55,guatemala,food
502551,carmen mendez,f,2026-01-31,146.52,quetzaltenango,retail
501494,gustavo aguilar,f,2026-02-05,416.26,escuintla,food
503353,paola hernandez,m,2026-01-24,349.65,guatemala,retail
500648,pablo alvarez,m,2026-01-21,"446,88",mixco,services
500504,rene gomez,f,2026-02-23,"253,14",mixco,education
501414,hector flores,m,2026-02-14,desconocido,quetzaltenango,retail
504761,sofia castillo,m,2026-02-24,desconocido,escuintla,retail
501844,carlos lima,m,2026-02-13,"37,71",quetzaltenango,education
500961,valeria  vargas,m,30/01/2026,"371,09",antigua,services
500638,carmen  rojas,f,2026-02-05,"160,63",mixco,education
504124,jose lopez,m,2026-01-10,198.76,amatitlan,food
501831,laura ruiz,f,19/02/2026,"73,77",guatemala,food
500642,sofia mejia,f,2026-01-05,"3,16",antigua,food
501830,paola alvarez,f,2026-02-21,94.47,quetzaltenango,services
500269,juan perez,f,2026-02-10,3.17,quetzaltenango,services
504791,luis aguilar,m,2026-02-01,"283,56",escuintla,education
500884,jose ramirez,f,19/01/2026,"47,61",quetzaltenango,retail
500628,carmen diaz,f,2026-02-21,"214,87",quetzaltenango,retail
503571,monica vargas,f,2026-02-19,237.56,antigua,services
500338,paola  lima,m,2026-01-06,353.74,quetzaltenango,food
501104,miguel lima,f,10/01/2026,desconocido,,services
502669,juan dominguez,f,22/02/2026,382.45,antigua,retail
500099,paola ramirez,m,2026-01-01,495.08,escuintla,services
501023,gustavo alvarez,m,2026-01-07,"123,16",chimaltenango,services
500176,karla ramirez,m,2026-01-03,29.89,chimaltenango,food
502792,ana reyes,m,27/01/2026,123.37,amatitlan,services
502513,jose reyes,f,2026-01-17,297.35,guatemala,food
501206,elena herrera,m,2026-01-05,489.97,villa nueva,food
504224,maria  cruz,m,2026-02-03,178.19,guatemala,services
500956,isabel mejia,f,2026-02-02,477.10,villa nueva,retail
504023,paola mejia,f,2026-02-24,422.45,chimaltenango,education
503771,daniel gomez,f,08/02/2026,"211,31",mixco,education
502854,diana flores,m,2026-02-25,"378,43",chimaltenango,food
501105,laura flores,f,2026-02-10,"42,92",antigua,services
502506,oscar ruiz,m,2026-02-14,306.98,escuintla,retail
500962,rene herrera,m,2026-01-14,desconocido,villa nueva,retail
503888,valeria fuentes,m,23/01/2026,"52,81",desconocido,education
504496,carlos fuentes,m,2026-02-15,"170,03",escuintla,education
504242,jose flores,m,2026-02-24,desconocido,quetzaltenango,services
502326,gustavo ramirez,m,2026-02-14,"227,31",chimaltenango,education
502123,maria mendez,f,2026-02-17,390.87,mixco,retail
503509,diana ortega,m,2026-01-17,198.34,villa nueva,services
501382,diana diaz,f,2026-01-17,"400,54",guatemala,food
501407,carlos vargas,,09/02/2026,"115,68",chimaltenango,food
504458,luis hernandez,m,2026-02-27,197.50,villa nueva,education
504265,sofia dominguez,f,2026-02-14,"130,43",mixco,food
500472,juan solis,m,05/01/2026,165.72,villa nueva,education
502462,pedro gomez,m,21/01/2026,"287,89",mixco,food
500358,pablo mendez,f,2026-01-18,94.47,quetzaltenango,food
502377,pedro lima,m,2026-02-13,desconocido,chimaltenango,retail
500118,carlos solis,m,06/01/2026,"103,43",amatitlan,food
503414,monica ramirez,f,2026-02-13,"428,10",desconocido,food
500002,gustavo aguilar,f,2026-01-08,desconocido,quetzaltenango,retail
504424,ana lima,f,18/01/2026,290.31,chimaltenango,food
502491,miguel perez,f,2026-01-08,"20,48",amatitlan,food
502398,miguel  perez,m,2026-01-07,344.01,mixco,services
501161,ricardo castillo,m,2026-01-05,"210,79",amatitlan,services
501196,andrea fuentes,m,11/01/2026,"305,29",quetzaltenango,services
504603,fernando torres,m,2026-01-14,"471,05",villa nueva,services
504371,laura  aguilar,m,08/02/2026,"41,72",quetzaltenango,services
502040,luis  perez,f,2026-02-04,"183,14",amatitlan,services
504640,patricia fuentes,f,2026-02-18,150.43,antigua,services
504794,rene aguilar,f,2026-02-03,196.76,villa nueva,retail
501329,maria ruiz,m,2026-01-28,"183,79",quetzaltenango,services
504364,isabel  mendez,f,2026-01-21,336.65,quetzaltenango,services
503426,carmen castillo,m,06/01/2026,"149,55",villa nueva,retail
501647,patricia torres,m,2026-01-16,"283,35",chimaltenango,food
503156,miguel perez,,2026-02-10,414.25,villa nueva,services
501304,carlos  mejia,f,2026-01-11,"441,32",chimaltenango,food
500307,miguel lopez,f,04/02/2026,483.25,chimaltenango,education
502984,maria rojas,m,28/01/2026,"120,04",amatitlan,education
500294,patricia  cruz,m,2026-02-15,374.59,desconocido,services
500951,jose  mendez,m,2026-01-25,"494,36",chimaltenango,food
501501,maria paz,f,20/02/2026,453.27,escuintla,services
500668,monica lopez,m,2026-01-04,"343,03",villa nueva,education
500236,oscar fuentes,m,2026-01-05,"116,82",antigua,education
502713,juan gomez,f,2026-01-26,"357,66",mixco,education
503730,patricia solis,m,2026-02-01,26.46,quetzaltenango,education
503510,laura  castillo,f,2026-01-18,172.82,quetzaltenango,retail
500098,miguel ramirez,m,2026-01-10,"90,47",quetzaltenango,education
501727,karla mendez,f,2026-01-04,"71,44",desconocido,retail
501737,hector flores,f,25/01/2026,149.26,quetzaltenango,education
503989,elena paz,m,02/01/2026,464.88,amatitlan,education
501827,patricia castillo,m,2026-02-18,desconocido,amatitlan,services
504726,laura  cruz,m,2026-02-27,"406,91",escuintla,education
500580,laura diaz,m,2026-01-24,423.42,antigua,services
502657,carlos mejia,f,2026-01-24,341.06,antigua,education
501268,isabel alvarez,f,2026-02-03,"202,61",chimaltenango,food
503158,andrea vargas,f,14/01/2026,"181,40",guatemala,retail
501432,luis castillo,m,27/01/2026,409.18,chimaltenango,education
504792,isabel lima,f,27/02/2026,392.71,amatitlan,education
500595,daniel gomez,m,26/02/2026,"169,77",villa nueva,services
501975,oscar soto,m,2026-01-20,461.30,antigua,food
502641,luis rojas,m,2026-02-16,"359,29",guatemala,retail
501279,gustavo  solis,m,2026-02-19,"444,22",escuintla,retail
500066,patricia aguilar,f,05/01/2026,449.85,antigua,food
500354,kevin vargas,m,2026-02-24,"419,12",quetzaltenango,food
504519,patricia dominguez,f,13/01/2026,32.81,amatitlan,food
500946,fernando lopez,f,2026-02-07,"342,61",escuintla,services
501073,rene perez,m,2026-02-07,390.99,mixco,education
504657,gabriela cruz,m,2026-02-26,3.60,guatemala,retail
504516,gustavo lopez,f,2026-02-03,68.91,guatemala,services
502708,rene lopez,f,2026-03-01,370.30,antigua,education
501241,monica  paz,m,2026-02-05,desconocido,chimaltenango,retail
502878,andrea hernandez,m,2026-02-28,208.49,escuintla,food
504628,paola lima,f,2026-02-26,102.10,desconocido,education
502995,pedro morales,m,04/02/2026,481.83,escuintla,food
504783,andrea reyes,f,2026-02-05,27.96,escuintla,food
502603,gabriela vargas,f,2026-02-03,"363,71",escuintla,retail
502832,valeria molina,m,27/01/2026,"113,47",quetzaltenango,retail
502859,oscar paz,m,2026-01-06,"152,99",antigua,retail
503140,daniel torres,f,02/02/2026,"305,08",antigua,retail
503277,elena morales,f,02/01/2026,137.43,villa nueva,services
504233,juan dominguez,m,2026-02-25,"476,95",chimaltenango,food
501780,karla herrera,m,2026-01-26,"393,70",amatitlan,education
503642,monica mendez,m,2026-02-26,421.21,guatemala,education
502432,juan mazariegos,m,09/01/2026,118.42,villa nueva,food
501032,rene mazariegos,f,2026-02-11,"442,70",antigua,services
503219,pablo lopez,f,2026-02-25,"283,53",mixco,food
504020,oscar castillo,m,2026-02-17,"9,84",chimaltenango,education
500821,luis flores,m,2026-01-24,33.75,antigua,services
501849,kevin morales,f,2026-01-31,"171,50",mixco,retail
503073,pedro rojas,f,2026-02-18,"297,51",mixco,food
502863,monica hernandez,m,2026-01-11,350.56,mixco,food
503121,fernando  perez,f,2026-01-06,"95,15",quetzaltenango,education
502447,paola castillo,f,2026-01-01,325.58,chimaltenango,retail
504836,diana lima,f,2026-02-19,312.70,chimaltenango,education
500997,andrea vargas,m,2026-02-11,desconocido,mixco,services
503970,kevin  lopez,f,05/01/2026,desconocido,villa nueva,education
500770,monica mazariegos,m,2026-02-22,"178,08",escuintla,retail
500056,isabel castillo,f,2026-02-18,"468,48",amatitlan,services
500139,paola molina,m,2026-02-14,157.35,quetzaltenango,education
502032,valeria  ruiz,m,2026-01-25,"293,73",amatitlan,retail
501445,paola torres,desconocido,2026-02-06,413.00,chimaltenango,food
504579,kevin perez,f,04/02/2026,336.38,amatitlan,food
502236,valeria  flores,f,2026-02-09,277.45,chimaltenango,education
504617,daniel gomez,m,13/02/2026,147.94,mixco,retail
500676,paola gomez,f,2026-02-27,"338,76",chimaltenango,services
500172,patricia aguilar,m,19/01/2026,"275,96",chimaltenango,education
502051,miguel rojas,f,2026-01-27,"493,49",villa nueva,food
500407,oscar gomez,m,2026-01-01,desconocido,villa nueva,services
504589,andrea flores,desconocido,2026-01-01,"167,85",guatemala,food
500941,maria aguilar,m,2026-01-20,260.88,mixco,food
504070,gabriela ruiz,,2026-02-23,"422,89",amatitlan,services
504752,valeria reyes,m,10/02/2026,"484,87",guatemala,retail
502280,kevin ortega,m,2026-02-16,324.90,escuintla,retail
500604,jose aguilar,m,2026-02-17,401.37,mixco,services
502837,rene fuentes,m,2026-02-09,136.28,escuintla,services
504684,carmen castillo,m,2026-01-31,22.01,quetzaltenango,services
504272,maria  solis,m,2026-02-12,"153,65",chimaltenango,food
500355,monica herrera,f,2026-02-11,"299,84",villa nueva,education
503910,ana fuentes,f,2026-02-20,377.82,chimaltenango,education
502654,hector dominguez,f,2026-02-15,138.11,mixco,services
501765,miguel mendez,f,2026-02-15,234.96,quetzaltenango,retail
502142,gustavo  castillo,m,01/02/2026,283.22,mixco,education
503585,diana flores,desconocido,25/02/2026,"216,45",mixco,services
501931,gustavo solis,f,2026-01-10,"115,42",antigua,retail
504297,miguel herrera,f,28/01/2026,"196,04",mixco,retail
500856,pablo  solis,f,2026-02-01,"20,28",quetzaltenango,education
502728,jose castillo,f,2026-01-26,"322,19",amatitlan,services
501860,miguel cruz,f,2026-02-11,"408,87",chimaltenango,services
502007,monica  reyes,f,25/02/2026,desconocido,quetzaltenango,services
504359,kevin torres,f,2026-01-05,21.58,antigua,retail
504288,paola dominguez,f,2026-01-13,"28,49",guatemala,food
504563,pablo gomez,m,2026-02-18,desconocido,escuintla,services
504575,valeria fuentes,f,2026-01-31,416.71,escuintla,retail
501111,laura  ramirez,m,2026-01-12,84.03,mixco,retail
500287,laura mazariegos,f,2026-01-21,"300,77",escuintla,food
500211,pedro solis,m,2026-02-02,"310,47",escuintla,education
504286,paola nunez,f,2026-02-18,"42,48",antigua,services
503346,kevin alvarez,f,2026-01-04,328.57,escuintla,services
503706,valeria  ruiz,m,17/02/2026,"461,08",villa nueva,services
501238,gabriela hernandez,m,2026-02-12,306.48,escuintla,education
504444,carlos nunez,m,14/01/2026,"11,18",escuintla,services
504319,paola mazariegos,m,2026-02-08,421.58,chimaltenango,services
500449,rene cruz,f,2026-01-04,332.99,guatemala,education
504443,rene ramirez,f,2026-02-01,"58,02",guatemala,retail
500257,andrea paz,m,2026-01-14,175.20,villa nueva,education
503332,paola dominguez,f,01/03/2026,213.66,amatitlan,food
503027,fernando morales,m,2026-02-22,151.65,quetzaltenango,services
500450,paola fuentes,m,13/01/2026,362.15,amatitlan,food
504032,hector herrera,f,21/01/2026,323.61,amatitlan,retail
502409,andrea castillo,f,2026-02-22,203.90,antigua,retail
504063,gustavo fuentes,f,2026-02-09,49.44,guatemala,services
501632,isabel cruz,f,20/01/2026,"359,06",chimaltenango,services
502201,ricardo diaz,m,2026-01-10,"172,18",antigua,education
500910,diana diaz,m,2026-01-02,"208,98",,services
503646,rene gomez,desconocido,2026-01-18,331.94,chimaltenango,education
504021,gabriela alvarez,f,2026-01-22,"397,62",escuintla,services
503565,rene flores,m,2026-01-08,desconocido,escuintla,retail
504158,karla solis,m,2026-02-04,"266,88",quetzaltenango,education
501255,ricardo  paz,f,2026-02-22,438.31,antigua,education
501862,paola  castillo,m,2026-02-22,"207,26",villa nueva,education
503554,laura dominguez,f,2026-01-17,"445,48",escuintla,retail
500989,gabriela  perez,f,2026-01-05,"456,09",villa nueva,education
504046,juan  torres,f,2026-02-01,293.89,villa nueva,services
503478,carlos mendez,m,2026-01-13,432.97,amatitlan,food
500396,valeria  lopez,m,2026-02-22,"355,53",mixco,food
503846,elena castillo,f,11/02/2026,319.87,antigua,education
500761,rene fuentes,m,2026-01-08,299.28,desconocido,education
502480,diana herrera,f,2026-01-31,"175,59",quetzaltenango,education
503875,juan fuentes,m,2026-01-02,232.24,escuintla,education
503068,carlos cruz,m,2026-02-19,156.39,amatitlan,retail
500130,daniel mejia,f,14/02/2026,463.40,escuintla,retail
502798,isabel hernandez,m,12/01/2026,308.77,quetzaltenango,education
504336,diana lima,f,2026-01-06,108.65,quetzaltenango,food
504824,maria  fuentes,m,13/02/2026,372.82,amatitlan,retail
503191,diana castillo,f,2026-02-02,"86,31",villa nueva,retail
503459,patricia vargas,f,2026-02-25,"177,74",quetzaltenango,services
503345,pablo mazariegos,f,2026-01-13,181.86,villa nueva,food
502561,kevin  lima,f,2026-02-09,136.83,mixco,retail
501214,hector ruiz,f,05/01/2026,desconocido,antigua,services
503283,miguel ortega,f,08/02/2026,"300,67",escuintla,education
504699,jose soto,f,2026-01-01,"235,42",guatemala,education
500777,carmen herrera,desconocido,2026-01-27,"62,08",antigua,retail
500606,diana  nunez,f,2026-01-15,393.12,mixco,food
501318,gustavo mendez,f,2026-01-08,desconocido,mixco,education
501257,elena  paz,m,2026-02-17,"308,01",villa nueva,education
500557,laura lima,f,2026-02-27,desconocido,quetzaltenango,retail
504866,laura alvarez,m,2026-01-23,227.56,chimaltenango,food
502702,andrea  lima,m,2026-01-27,171.30,villa nueva,food
504150,laura diaz,m,14/02/2026,"118,55",amatitlan,food
502903,miguel gomez,f,2026-02-23,291.96,quetzaltenango,services
501873,patricia rojas,m,23/01/2026,370.10,amatitlan,services
501157,jose nunez,f,2026-02-19,392.12,antigua,services
500327,sofia morales,f,2026-02-11,150.91,chimaltenango,services
503390,isabel flores,m,2026-02-03,desconocido,guatemala,food
500692,diana morales,m,2026-02-19,desconocido,amatitlan,education
500220,fernando  fuentes,m,2026-01-09,"300,30",quetzaltenango,retail
501651,ricardo mendez,f,2026-01-24,470.12,villa nueva,education
500522,ricardo nunez,m,18/02/2026,482.04,quetzaltenango,food
502116,elena fuentes,f,2026-02-13,129.02,antigua,retail
503966,ricardo morales,f,2026-02-05,"6,62",amatitlan,education
500200,sofia ramirez,m,07/02/2026,354.30,desconocido,services
502286,isabel rojas,m,2026-01-10,428.23,chimaltenango,education
500554,carlos vargas,f,2026-01-27,"244,60",mixco,services
500896,gustavo molina,m,2026-02-16,23.51,escuintla,food
504582,daniel castillo,f,16/02/2026,"233,49",guatemala,education
503115,laura herrera,m,2026-03-01,desconocido,quetzaltenango,education
504524,carlos alvarez,m,18/02/2026,169.39,villa nueva,education
501439,patricia flores,m,2026-01-01,"216,64",mixco,services
501410,valeria hernandez,m,2026-02-18,407.29,,education
504368,oscar rojas,f,2026-01-25,231.67,amatitlan,food
502256,sofia paz,f,20/02/2026,"222,95",quetzaltenango,education
503409,isabel molina,m,28/02/2026,desconocido,chimaltenango,food
500858,sofia  solis,f,2026-01-20,19.22,mixco,services
500160,sofia nunez,f,2026-01-19,168.37,chimaltenango,retail
502171,daniel alvarez,f,08/02/2026,desconocido,villa nueva,education
500886,isabel ortega,m,2026-02-22,141.55,villa nueva,education
501726,juan ruiz,f,2026-02-01,"337,36",antigua,education
500691,ricardo alvarez,desconocido,2026-01-15,"300,61",,services
500459,isabel vargas,m,2026-01-05,"165,12",desconocido,services
502900,isabel diaz,f,2026-01-14,308.36,villa nueva,education
500643,elena molina,m,2026-02-05,170.48,antigua,food
500078,valeria ruiz,m,24/02/2026,333.69,mixco,services
504742,sofia solis,m,17/01/2026,389.86,antigua,retail
504536,hector alvarez,m,2026-02-18,"477,66",guatemala,retail
502319,kevin mendez,m,2026-02-24,"36,63",villa nueva,food
503530,jose aguilar,f,01/01/2026,"255,47",chimaltenango,retail
500905,maria perez,f,2026-02-05,20.57,amatitlan,retail
501451,gustavo perez,m,14/01/2026,"163,79",guatemala,education
502281,patricia  nunez,m,2026-01-27,140.22,desconocido,retail
504894,juan dominguez,m,2026-01-14,377.87,villa nueva,services
503576,rene dominguez,m,2026-01-27,"115,82",amatitlan,food
501028,miguel ramirez,f,2026-02-01,"460,53",mixco,education
500807,daniel paz,m,17/01/2026,110.17,desconocido,retail
